ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60637,25,6/14/2020,6/20/2020,8.0,583.0,17.0,1228.6,399,4774,841,10060.3,0.0,0.1,0,24,0.0,50.6,47454,60637-25,POINT (-87.604053 41.780991)
60626,21,5/17/2020,5/23/2020,67.0,811.0,135.0,1630.8,426,3064,857,6161.3,0.2,0.3,9,86,18.1,172.9,49730,60626-21,POINT (-87.669834 42.009469)
60657,22,5/24/2020,5/30/2020,11.0,287.0,16.0,409.7,379,3162,541,4513.8,0.0,0.1,1,24,1.4,34.3,70052,60657-22,POINT (-87.658216 41.939715)
60639,14,3/29/2020,4/4/2020,80.0,141.0,88.0,155.8,203,410,224,453.0,0.4,0.3,1,2,1.1,2.2,90517,60639-14,POINT (-87.75531 41.920609)
60642,14,3/29/2020,4/4/2020,9.0,24.0,45.0,118.8,39,140,193,693.0,0.2,0.2,0,0,0.0,0.0,20201,60642-14,POINT (-87.657821 41.899935)
60629,21,5/17/2020,5/23/2020,319.0,2301.0,285.0,2057.2,1374,7253,1228,6484.6,0.2,0.3,11,61,9.8,54.5,111850,60629-21,POINT (-87.711565 41.777061)
60661,22,5/24/2020,5/30/2020,0.0,30.0,0.0,302.2,49,383,494,3858.6,0.0,0.1,0,0,0.0,0.0,9926,60661-22,POINT (-87.644283 41.882786)
60647,13,3/22/2020,3/28/2020,24.0,44.0,27.0,50.3,166,295,190,337.1,0.1,0.1,0,0,0.0,0.0,87509,60647-13,POINT (-87.701101 41.921058)
60655,16,4/12/2020,4/18/2020,27.0,118.0,94.0,409.7,241,753,837,2614.2,0.1,0.2,1,4,3.5,13.9,28804,60655-16,POINT (-87.701434 41.696456)
60608,13,3/22/2020,3/28/2020,76.0,91.0,96.0,114.9,196,294,248,371.2,0.4,0.3,0,0,0.0,0.0,79205,60608-13,POINT (-87.670366 41.849879)
60602,25,6/14/2020,6/20/2020,0.0,10.0,0.0,803.9,13,148,1045,11897.1,0.0,0.1,0,0,0.0,0.0,1244,60602-25,POINT (-87.628309 41.883136)
60610,13,3/22/2020,3/28/2020,33.0,59.0,85.0,151.2,107,203,274,520.3,0.3,0.3,0,0,0.0,0.0,39019,60610-13,POINT (-87.63581 41.90455)
60612,18,4/26/2020,5/2/2020,63.0,397.0,184.0,1157.1,336,1551,979,4520.4,0.2,0.3,2,13,5.8,37.9,34311,60612-18,POINT (-87.687011 41.88004)
60657,12,3/15/2020,3/21/2020,29.0,43.0,41.0,61.4,141,182,201,259.8,0.2,0.2,0,0,0.0,0.0,70052,60657-12,POINT (-87.658216 41.939715)
60603,24,6/7/2020,6/13/2020,0.0,8.0,0.0,681.4,10,88,852,7495.7,0.0,0.1,0,0,0.0,0.0,1174,60603-24,POINT (-87.625473 41.880112000000004)
60611,12,3/15/2020,3/21/2020,14.0,15.0,43.0,46.3,84,96,259,296.1,0.2,0.2,0,0,0.0,0.0,32426,60611-12,POINT (-87.620291 41.894734)
60617,15,4/5/2020,4/11/2020,76.0,269.0,92.0,325.9,259,839,314,1016.6,0.3,0.3,6,16,7.3,19.4,82534,60617-15,POINT (-87.556897 41.721257)
60645,13,3/22/2020,3/28/2020,101.0,124.0,212.0,259.8,254,335,532,701.8,0.4,0.4,0,0,0.0,0.0,47732,60645-13,POINT (-87.695049 42.008927)
60628,20,5/10/2020,5/16/2020,57.0,814.0,85.0,1220.0,545,3304,817,4951.7,0.1,0.2,8,73,12.0,109.4,66724,60628-20,POINT (-87.621537 41.694192)
60659,17,4/19/2020,4/25/2020,74.0,321.0,180.0,781.6,236,930,575,2264.5,0.3,0.3,7,20,17.0,48.7,41068,60659-17,POINT (-87.703266 41.99080300000001)
60632,15,4/5/2020,4/11/2020,106.0,184.0,116.0,202.1,270,565,297,620.6,0.4,0.3,6,8,6.6,8.8,91039,60632-15,POINT (-87.711251 41.810038)
60639,25,6/14/2020,6/20/2020,49.0,2787.0,54.0,3079.0,728,10648,804,11763.5,0.1,0.3,6,99,6.6,109.4,90517,60639-25,POINT (-87.75531 41.920609)
60605,20,5/10/2020,5/16/2020,6.0,131.0,22.0,476.0,146,981,530,3564.8,0.0,0.1,0,1,0.0,3.6,27519,60605-20,POINT (-87.623449 41.867824)
60606,25,6/14/2020,6/20/2020,0.0,21.0,0.0,677.2,83,704,2677,22702.4,0.0,0.0,0,0,0.0,0.0,3101,60606-25,POINT (-87.63676 41.882634)
60615,24,6/7/2020,6/13/2020,11.0,350.0,26.0,842.1,419,3232,1008,7776.1,0.0,0.1,0,15,0.0,36.1,41563,60615-24,POINT (-87.602725 41.80199300000001)
60614,13,3/22/2020,3/28/2020,34.0,70.0,48.0,98.2,139,295,195,413.7,0.2,0.2,0,1,0.0,1.4,71308,60614-13,POINT (-87.652064 41.922605)
60620,12,3/15/2020,3/21/2020,30.0,35.0,44.0,51.4,98,112,144,164.5,0.3,0.3,2,2,2.9,2.9,68096,60620-12,POINT (-87.651656 41.740873)
60631,16,4/12/2020,4/18/2020,15.0,83.0,51.0,281.1,207,754,701,2553.4,0.1,0.1,1,2,3.4,6.8,29529,60631-16,POINT (-87.813371 41.995019)
60654,13,3/22/2020,3/28/2020,15.0,31.0,78.0,162.0,48,109,251,569.6,0.3,0.3,0,0,0.0,0.0,19135,60654-13,POINT (-87.63635400000001 41.892485)
60607,20,5/10/2020,5/16/2020,10.0,342.0,34.0,1155.8,178,1358,602,4589.2,0.1,0.3,0,4,0.0,13.5,29591,60607-20,POINT (-87.652727 41.876104)
60630,15,4/5/2020,4/11/2020,44.0,115.0,77.0,200.5,218,617,380,1076.0,0.2,0.2,4,6,7.0,10.5,57344,60630-15,POINT (-87.759611 41.971261)
60707,22,5/24/2020,5/30/2020,14.0,173.0,32.0,402.1,169,1377,393,3200.9,0.1,0.1,1,10,2.3,23.2,43019,60707-22,POINT (-87.808283 41.921777)
60622,12,3/15/2020,3/21/2020,22.0,27.0,42.0,51.1,92,104,174,197.0,0.2,0.3,0,0,0.0,0.0,52793,60622-12,POINT (-87.681818 41.902762)
60605,13,3/22/2020,3/28/2020,16.0,38.0,58.0,138.1,84,183,305,665.0,0.2,0.2,0,0,0.0,0.0,27519,60605-13,POINT (-87.623449 41.867824)
60707,17,4/19/2020,4/25/2020,9.0,44.0,21.0,102.3,125,412,291,957.7,0.1,0.1,0,2,0.0,4.6,43019,60707-17,POINT (-87.808283 41.921777)
60619,15,4/5/2020,4/11/2020,88.0,315.0,144.0,514.2,242,853,395,1392.5,0.4,0.4,11,21,18.0,34.3,61258,60619-15,POINT (-87.60569 41.744737)
60643,13,3/22/2020,3/28/2020,63.0,83.0,126.0,166.4,177,259,355,519.4,0.4,0.3,0,0,0.0,0.0,49870,60643-13,POINT (-87.662381 41.700445)
60634,25,6/14/2020,6/20/2020,49.0,1223.0,64.0,1609.3,658,8133,866,10702.0,0.1,0.2,4,44,5.3,57.9,75995,60634-25,POINT (-87.797373 41.944967000000005)
60613,17,4/19/2020,4/25/2020,33.0,203.0,66.0,405.1,197,814,393,1624.3,0.2,0.2,3,11,6.0,22.0,50113,60613-17,POINT (-87.661343 41.953742)
60652,17,4/19/2020,4/25/2020,74.0,269.0,168.0,612.7,297,915,676,2084.0,0.2,0.3,1,10,2.3,22.8,43907,60652-17,POINT (-87.714238 41.745398)
60641,25,6/14/2020,6/20/2020,30.0,1258.0,42.0,1771.3,678,7169,955,10093.9,0.0,0.2,2,48,2.8,67.6,71023,60641-25,POINT (-87.746791 41.946682)
60651,13,3/22/2020,3/28/2020,65.0,80.0,103.0,126.5,147,212,232,335.3,0.4,0.4,0,0,0.0,0.0,63218,60651-13,POINT (-87.741017 41.901964)
60644,14,3/29/2020,4/4/2020,82.0,168.0,172.0,352.1,164,390,344,817.4,0.5,0.4,6,6,12.6,12.6,47712,60644-14,POINT (-87.756863 41.881113)
60631,21,5/17/2020,5/23/2020,26.0,228.0,88.0,772.1,366,2032,1240,6881.4,0.1,0.1,9,18,30.5,61.0,29529,60631-21,POINT (-87.813371 41.995019)
60613,24,6/7/2020,6/13/2020,6.0,345.0,12.0,688.4,578,3078,1153,6142.1,0.0,0.1,0,28,0.0,55.9,50113,60613-24,POINT (-87.661343 41.953742)
60629,16,4/12/2020,4/18/2020,203.0,483.0,182.0,431.8,466,1184,417,1058.6,0.4,0.4,4,17,3.6,15.2,111850,60629-16,POINT (-87.711565 41.777061)
60622,22,5/24/2020,5/30/2020,24.0,525.0,46.0,994.5,341,2840,646,5379.5,0.1,0.2,2,50,3.8,94.7,52793,60622-22,POINT (-87.681818 41.902762)
60646,14,3/29/2020,4/4/2020,13.0,37.0,46.0,132.2,119,273,425,975.5,0.1,0.1,0,2,0.0,7.1,27987,60646-14,POINT (-87.761826 41.993931)
60614,18,4/26/2020,5/2/2020,96.0,346.0,135.0,485.2,478,1595,670,2236.8,0.2,0.2,6,36,8.4,50.5,71308,60614-18,POINT (-87.652064 41.922605)
60660,12,3/15/2020,3/21/2020,12.0,16.0,28.0,37.0,52,63,120,145.7,0.2,0.3,0,0,0.0,0.0,43242,60660-12,POINT (-87.666362 41.991062)
60606,14,3/29/2020,4/4/2020,1.0,5.0,32.0,161.2,11,44,355,1418.9,0.1,0.1,0,0,0.0,0.0,3101,60606-14,POINT (-87.63676 41.882634)
