ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60613,21,5/17/2020,5/23/2020,13.0,320.0,26.0,638.6,298,1863,595,3717.6,0.0,0.2,1,24,2.0,47.9,50113,60613-21,POINT (-87.661343 41.953742)
60617,12,3/15/2020,3/21/2020,22.0,24.0,27.0,29.1,124,135,150,163.6,0.2,0.2,0,0,0.0,0.0,82534,60617-12,POINT (-87.556897 41.721257)
60626,13,3/22/2020,3/28/2020,23.0,40.0,46.0,80.4,127,223,255,448.4,0.2,0.2,0,0,0.0,0.0,49730,60626-13,POINT (-87.669834 42.009469)
60623,19,5/3/2020,5/9/2020,462.0,1894.0,537.0,2202.9,1179,4333,1371,5039.6,0.4,0.4,16,68,18.6,79.1,85979,60623-19,POINT (-87.717446 41.850321)
60614,16,4/12/2020,4/18/2020,31.0,186.0,44.0,260.8,211,822,296,1152.7,0.1,0.2,15,24,21.0,33.7,71308,60614-16,POINT (-87.652064 41.922605)
60622,20,5/10/2020,5/16/2020,57.0,457.0,108.0,865.6,410,2061,777,3903.9,0.1,0.2,5,46,9.5,87.1,52793,60622-20,POINT (-87.681818 41.902762)
60629,13,3/22/2020,3/28/2020,65.0,80.0,58.0,71.5,149,232,133,207.4,0.4,0.3,0,0,0.0,0.0,111850,60629-13,POINT (-87.711565 41.777061)
60604,22,5/24/2020,5/30/2020,1.0,13.0,128.0,1662.4,16,82,2046,10485.9,0.1,0.2,0,0,0.0,0.0,782,60604-22,POINT (-87.62902900000002 41.878153)
60637,17,4/19/2020,4/25/2020,73.0,293.0,154.0,617.4,522,1380,1100,2908.1,0.1,0.2,5,13,10.5,27.4,47454,60637-17,POINT (-87.604053 41.780991)
60615,15,4/5/2020,4/11/2020,31.0,126.0,75.0,303.2,158,570,380,1371.4,0.2,0.2,0,4,0.0,9.6,41563,60615-15,POINT (-87.602725 41.80199300000001)
60619,24,6/7/2020,6/13/2020,18.0,821.0,29.0,1340.2,584,6457,953,10540.7,0.0,0.1,2,61,3.3,99.6,61258,60619-24,POINT (-87.60569 41.744737)
60632,23,5/31/2020,6/6/2020,87.0,2558.0,96.0,2809.8,515,7423,566,8153.6,0.2,0.3,10,74,11.0,81.3,91039,60632-23,POINT (-87.711251 41.810038)
60602,17,4/19/2020,4/25/2020,0.0,5.0,0.0,401.9,14,37,1125,2974.3,0.0,0.1,0,0,0.0,0.0,1244,60602-17,POINT (-87.628309 41.883136)
60642,19,5/3/2020,5/9/2020,13.0,96.0,64.0,475.2,116,596,574,2950.3,0.1,0.2,3,4,14.9,19.8,20201,60642-19,POINT (-87.657821 41.899935)
60628,12,3/15/2020,3/21/2020,25.0,27.0,38.0,40.5,109,115,163,172.4,0.2,0.2,0,0,0.0,0.0,66724,60628-12,POINT (-87.621537 41.694192)
60640,18,4/26/2020,5/2/2020,92.0,515.0,132.0,738.7,457,1845,656,2646.5,0.2,0.3,15,43,21.5,61.7,69715,60640-18,POINT (-87.662232 41.971888)
60618,25,6/14/2020,6/20/2020,39.0,1141.0,41.0,1208.8,890,7696,943,8153.0,0.0,0.1,5,47,5.3,49.8,94395,60618-25,POINT (-87.703343 41.946699)
60616,25,6/14/2020,6/20/2020,3.0,405.0,6.0,743.6,456,4237,837,7779.5,0.0,0.1,0,36,0.0,66.1,54464,60616-25,POINT (-87.629531 41.844869)
60639,17,4/19/2020,4/25/2020,344.0,829.0,380.0,915.9,884,2176,977,2404.0,0.4,0.4,10,31,11.0,34.2,90517,60639-17,POINT (-87.75531 41.920609)
60657,25,6/14/2020,6/20/2020,6.0,308.0,9.0,439.7,600,4825,856,6887.7,0.0,0.1,2,27,2.9,38.5,70052,60657-25,POINT (-87.658216 41.939715)
60660,20,5/10/2020,5/16/2020,24.0,301.0,56.0,696.1,249,1436,576,3320.8,0.1,0.2,5,35,11.6,80.9,43242,60660-20,POINT (-87.666362 41.991062)
60630,23,5/31/2020,6/6/2020,12.0,641.0,21.0,1117.8,334,3749,582,6537.7,0.0,0.2,5,50,8.7,87.2,57344,60630-23,POINT (-87.759611 41.971261)
60654,21,5/17/2020,5/23/2020,5.0,120.0,26.0,627.1,131,754,685,3940.4,0.0,0.2,0,1,0.0,5.2,19135,60654-21,POINT (-87.63635400000001 41.892485)
60624,13,3/22/2020,3/28/2020,57.0,76.0,158.0,210.2,132,222,365,614.0,0.4,0.3,0,0,0.0,0.0,36158,60624-13,POINT (-87.722735 41.879417)
60631,24,6/7/2020,6/13/2020,9.0,265.0,30.0,897.4,271,2867,918,9709.1,0.0,0.1,1,26,3.4,88.0,29529,60631-24,POINT (-87.813371 41.995019)
60641,17,4/19/2020,4/25/2020,145.0,392.0,204.0,551.9,521,1503,734,2116.2,0.3,0.3,5,16,7.0,22.5,71023,60641-17,POINT (-87.746791 41.946682)
60651,16,4/12/2020,4/18/2020,113.0,370.0,179.0,585.3,347,1006,549,1591.3,0.3,0.4,5,18,7.9,28.5,63218,60651-16,POINT (-87.741017 41.901964)
60621,19,5/3/2020,5/9/2020,54.0,371.0,186.0,1277.5,282,1280,971,4407.4,0.2,0.3,6,30,20.7,103.3,29042,60621-19,POINT (-87.638812 41.776931)
60657,20,5/10/2020,5/16/2020,23.0,255.0,33.0,364.0,421,1986,601,2835.0,0.1,0.1,3,19,4.3,27.1,70052,60657-20,POINT (-87.658216 41.939715)
60622,25,6/14/2020,6/20/2020,15.0,566.0,28.0,1072.1,670,4550,1269,8618.6,0.0,0.1,2,55,3.8,104.2,52793,60622-25,POINT (-87.681818 41.902762)
60636,18,4/26/2020,5/2/2020,75.0,380.0,233.0,1180.0,258,1015,801,3151.9,0.3,0.4,5,33,15.5,102.5,32203,60636-18,POINT (-87.668597 41.77599)
60634,17,4/19/2020,4/25/2020,143.0,468.0,188.0,615.8,638,2370,840,3118.6,0.2,0.2,5,16,6.6,21.1,75995,60634-17,POINT (-87.797373 41.944967000000005)
60606,17,4/19/2020,4/25/2020,3.0,17.0,97.0,548.2,36,133,1161,4288.9,0.1,0.1,0,0,0.0,0.0,3101,60606-17,POINT (-87.63676 41.882634)
60620,13,3/22/2020,3/28/2020,105.0,140.0,154.0,205.6,213,325,313,477.3,0.5,0.4,3,5,4.4,7.3,68096,60620-13,POINT (-87.651656 41.740873)
60639,12,3/15/2020,3/21/2020,13.0,13.0,14.0,14.4,60,68,66,75.1,0.2,0.2,1,1,1.1,1.1,90517,60639-12,POINT (-87.75531 41.920609)
60608,22,5/24/2020,5/30/2020,96.0,1472.0,121.0,1858.5,579,5354,731,6759.7,0.2,0.3,6,48,7.6,60.6,79205,60608-22,POINT (-87.670366 41.849879)
60653,25,6/14/2020,6/20/2020,9.0,439.0,28.0,1373.1,329,3821,1029,11951.1,0.0,0.1,1,31,3.1,97.0,31972,60653-25,POINT (-87.611244 41.819261)
60613,15,4/5/2020,4/11/2020,31.0,138.0,62.0,275.4,127,469,253,935.9,0.2,0.3,4,5,8.0,10.0,50113,60613-15,POINT (-87.661343 41.953742)
60647,16,4/12/2020,4/18/2020,105.0,241.0,120.0,275.4,355,1053,406,1203.3,0.3,0.2,6,7,6.9,8.0,87509,60647-16,POINT (-87.701101 41.921058)
60640,23,5/31/2020,6/6/2020,18.0,723.0,26.0,1037.1,563,4371,808,6269.8,0.0,0.2,2,80,2.9,114.8,69715,60640-23,POINT (-87.662232 41.971888)
60605,21,5/17/2020,5/23/2020,10.0,141.0,36.0,512.4,181,1162,658,4222.5,0.1,0.1,0,1,0.0,3.6,27519,60605-21,POINT (-87.623449 41.867824)
60631,13,3/22/2020,3/28/2020,19.0,29.0,64.0,98.2,183,211,620,714.6,0.1,0.1,0,0,0.0,0.0,29529,60631-13,POINT (-87.813371 41.995019)
60645,22,5/24/2020,5/30/2020,41.0,959.0,86.0,2009.1,305,3466,639,7261.4,0.1,0.3,4,63,8.4,132.0,47732,60645-22,POINT (-87.695049 42.008927)
60633,18,4/26/2020,5/2/2020,10.0,42.0,78.0,326.3,71,240,552,1864.7,0.1,0.2,0,0,0.0,0.0,12871,60633-18,POINT (-87.556037 41.653147)
60615,21,5/17/2020,5/23/2020,27.0,313.0,65.0,753.1,412,2193,991,5276.3,0.1,0.1,0,14,0.0,33.7,41563,60615-21,POINT (-87.602725 41.80199300000001)
60660,25,6/14/2020,6/20/2020,13.0,407.0,30.0,941.2,641,3361,1482,7772.5,0.0,0.1,1,39,2.3,90.2,43242,60660-25,POINT (-87.666362 41.991062)
60641,12,3/15/2020,3/21/2020,9.0,10.0,13.0,14.1,62,68,87,95.7,0.1,0.1,0,0,0.0,0.0,71023,60641-12,POINT (-87.746791 41.946682)
60707,25,6/14/2020,6/20/2020,6.0,203.0,14.0,471.9,136,1778,316,4133.1,0.0,0.1,0,10,0.0,23.2,43019,60707-25,POINT (-87.808283 41.921777)
60643,22,5/24/2020,5/30/2020,20.0,574.0,40.0,1151.0,425,3887,852,7794.3,0.0,0.1,7,55,14.0,110.3,49870,60643-22,POINT (-87.662381 41.700445)
60609,21,5/17/2020,5/23/2020,200.0,1322.0,325.0,2149.8,805,4136,1309,6725.8,0.2,0.3,6,49,9.8,79.7,61495,60609-21,POINT (-87.653382 41.812017)
60612,16,4/12/2020,4/18/2020,60.0,255.0,175.0,743.2,228,928,664,2704.7,0.3,0.3,3,10,8.7,29.1,34311,60612-16,POINT (-87.687011 41.88004)
60606,22,5/24/2020,5/30/2020,0.0,20.0,0.0,645.0,110,467,3547,15059.7,0.0,0.0,0,0,0.0,0.0,3101,60606-22,POINT (-87.63676 41.882634)
60620,20,5/10/2020,5/16/2020,64.0,834.0,94.0,1224.7,639,3775,938,5543.6,0.1,0.2,4,58,5.9,85.2,68096,60620-20,POINT (-87.651656 41.740873)
60629,24,6/7/2020,6/13/2020,69.0,2644.0,62.0,2363.9,763,9835,682,8793.0,0.1,0.3,7,84,6.3,75.1,111850,60629-24,POINT (-87.711565 41.777061)
60707,14,3/29/2020,4/4/2020,8.0,22.0,19.0,51.1,49,113,114,262.7,0.2,0.2,0,1,0.0,2.3,43019,60707-14,POINT (-87.808283 41.921777)
60644,23,5/31/2020,6/6/2020,33.0,1156.0,69.0,2422.9,357,4807,748,10075.0,0.1,0.2,7,78,14.7,163.5,47712,60644-23,POINT (-87.756863 41.881113)
60633,19,5/3/2020,5/9/2020,8.0,50.0,62.0,388.5,79,319,614,2478.4,0.1,0.2,1,1,7.8,7.8,12871,60633-19,POINT (-87.556037 41.653147)
60608,12,3/15/2020,3/21/2020,13.0,15.0,16.0,18.9,87,98,110,123.7,0.1,0.2,0,0,0.0,0.0,79205,60608-12,POINT (-87.670366 41.849879)
60624,25,6/14/2020,6/20/2020,15.0,798.0,42.0,2207.0,273,3749,755,10368.4,0.1,0.2,4,30,11.1,83.0,36158,60624-25,POINT (-87.722735 41.879417)
60827,25,6/14/2020,6/20/2020,0.0,48.0,0.0,168.0,26,348,91,1217.8,0.0,0.1,0,4,0.0,14.0,28577,60827-25,POINT (-87.633087 41.650765)
60655,21,5/17/2020,5/23/2020,6.0,186.0,21.0,645.7,262,1859,910,6454.0,0.0,0.1,0,7,0.0,24.3,28804,60655-21,POINT (-87.701434 41.696456)
60641,22,5/24/2020,5/30/2020,95.0,1133.0,134.0,1595.3,813,5216,1145,7344.1,0.1,0.2,1,41,1.4,57.7,71023,60641-22,POINT (-87.746791 41.946682)
60645,17,4/19/2020,4/25/2020,102.0,571.0,214.0,1196.3,299,1470,626,3079.7,0.3,0.4,11,27,23.0,56.6,47732,60645-17,POINT (-87.695049 42.008927)
60617,16,4/12/2020,4/18/2020,50.0,319.0,61.0,386.5,339,1178,411,1427.3,0.1,0.3,4,20,4.8,24.2,82534,60617-16,POINT (-87.556897 41.721257)
60659,14,3/29/2020,4/4/2020,61.0,119.0,148.0,289.8,153,345,373,840.1,0.4,0.3,3,4,7.3,9.7,41068,60659-14,POINT (-87.703266 41.99080300000001)
60652,22,5/24/2020,5/30/2020,41.0,666.0,93.0,1516.8,371,3058,845,6964.7,0.1,0.2,6,28,13.7,63.8,43907,60652-22,POINT (-87.714238 41.745398)
60629,17,4/19/2020,4/25/2020,336.0,819.0,300.0,732.2,831,2015,743,1801.5,0.4,0.4,7,24,6.3,21.5,111850,60629-17,POINT (-87.711565 41.777061)
60660,13,3/22/2020,3/28/2020,18.0,34.0,42.0,78.6,92,155,213,358.4,0.2,0.2,0,0,0.0,0.0,43242,60660-13,POINT (-87.666362 41.991062)
60613,25,6/14/2020,6/20/2020,6.0,351.0,12.0,700.4,490,3568,978,7119.9,0.0,0.1,1,29,2.0,57.9,50113,60613-25,POINT (-87.661343 41.953742)
60624,20,5/10/2020,5/16/2020,68.0,609.0,188.0,1684.3,334,2166,924,5990.4,0.2,0.3,1,22,2.8,60.8,36158,60624-20,POINT (-87.722735 41.879417)
60619,12,3/15/2020,3/21/2020,28.0,31.0,46.0,50.6,116,129,189,210.6,0.2,0.2,0,0,0.0,0.0,61258,60619-12,POINT (-87.60569 41.744737)
60608,17,4/19/2020,4/25/2020,172.0,559.0,217.0,705.8,475,1617,600,2041.5,0.4,0.3,6,16,7.6,20.2,79205,60608-17,POINT (-87.670366 41.849879)
60637,13,3/22/2020,3/28/2020,36.0,57.0,76.0,120.1,148,299,312,630.1,0.2,0.2,0,0,0.0,0.0,47454,60637-13,POINT (-87.604053 41.780991)
60618,21,5/17/2020,5/23/2020,118.0,925.0,125.0,979.9,791,4460,838,4724.8,0.1,0.2,4,35,4.2,37.1,94395,60618-21,POINT (-87.703343 41.946699)
60614,12,3/15/2020,3/21/2020,22.0,36.0,31.0,50.5,123,156,172,218.8,0.2,0.2,1,1,1.4,1.4,71308,60614-12,POINT (-87.652064 41.922605)
60616,21,5/17/2020,5/23/2020,25.0,354.0,46.0,650.0,504,2514,925,4615.9,0.0,0.1,1,31,1.8,56.9,54464,60616-21,POINT (-87.629531 41.844869)
60657,13,3/22/2020,3/28/2020,37.0,80.0,53.0,114.2,152,334,217,476.8,0.2,0.2,0,0,0.0,0.0,70052,60657-13,POINT (-87.658216 41.939715)
60632,19,5/3/2020,5/9/2020,401.0,1646.0,440.0,1808.0,1070,3826,1175,4202.6,0.4,0.4,13,40,14.3,43.9,91039,60632-19,POINT (-87.711251 41.810038)
60628,16,4/12/2020,4/18/2020,78.0,377.0,117.0,565.0,309,1155,463,1731.0,0.3,0.3,5,29,7.5,43.5,66724,60628-16,POINT (-87.621537 41.694192)
60626,25,6/14/2020,6/20/2020,8.0,971.0,16.0,1952.5,574,5448,1154,10955.2,0.0,0.2,6,112,12.1,225.2,49730,60626-25,POINT (-87.669834 42.009469)
60642,23,5/31/2020,6/6/2020,4.0,130.0,20.0,643.5,120,1152,594,5702.7,0.0,0.1,1,10,5.0,49.5,20201,60642-23,POINT (-87.657821 41.899935)
60610,17,4/19/2020,4/25/2020,20.0,127.0,51.0,325.5,151,648,387,1660.7,0.1,0.2,2,3,5.1,7.7,39019,60610-17,POINT (-87.63581 41.90455)
60643,12,3/15/2020,3/21/2020,19.0,20.0,38.0,40.1,75,82,150,164.4,0.3,0.2,0,0,0.0,0.0,49870,60643-12,POINT (-87.662381 41.700445)
60630,19,5/3/2020,5/9/2020,75.0,422.0,131.0,735.9,417,2041,727,3559.2,0.2,0.2,6,24,10.5,41.9,57344,60630-19,POINT (-87.759611 41.971261)
60647,12,3/15/2020,3/21/2020,12.0,20.0,14.0,22.9,105,129,120,147.4,0.1,0.2,0,0,0.0,0.0,87509,60647-12,POINT (-87.701101 41.921058)
60631,20,5/10/2020,5/16/2020,36.0,202.0,122.0,684.1,283,1666,958,5641.9,0.1,0.1,3,9,10.2,30.5,29529,60631-20,POINT (-87.813371 41.995019)
60644,13,3/22/2020,3/28/2020,64.0,86.0,134.0,180.2,130,226,272,473.7,0.5,0.4,0,0,0.0,0.0,47712,60644-13,POINT (-87.756863 41.881113)
60626,20,5/10/2020,5/16/2020,78.0,744.0,157.0,1496.1,422,2638,849,5304.6,0.2,0.3,20,77,40.2,154.8,49730,60626-20,POINT (-87.669834 42.009469)
60638,23,5/31/2020,6/6/2020,18.0,874.0,31.0,1486.5,316,4361,537,7417.0,0.1,0.2,0,29,0.0,49.3,58797,60638-23,POINT (-87.771902 41.787032)
60610,12,3/15/2020,3/21/2020,22.0,26.0,56.0,66.6,78,96,200,246.0,0.3,0.3,0,0,0.0,0.0,39019,60610-12,POINT (-87.63581 41.90455)
60634,13,3/22/2020,3/28/2020,54.0,70.0,71.0,92.1,333,408,438,536.9,0.2,0.2,0,0,0.0,0.0,75995,60634-13,POINT (-87.797373 41.944967000000005)
60653,21,5/17/2020,5/23/2020,35.0,391.0,110.0,1222.9,622,2502,1946,7825.6,0.1,0.2,2,28,6.3,87.6,31972,60653-21,POINT (-87.611244 41.819261)
60644,18,4/26/2020,5/2/2020,143.0,701.0,300.0,1469.2,698,2105,1463,4411.9,0.2,0.3,15,43,31.4,90.1,47712,60644-18,POINT (-87.756863 41.881113)
60643,17,4/19/2020,4/25/2020,127.0,428.0,255.0,858.2,851,1807,1706,3623.4,0.1,0.2,3,23,6.0,46.1,49870,60643-17,POINT (-87.662381 41.700445)
60636,14,3/29/2020,4/4/2020,74.0,126.0,230.0,391.3,134,280,416,869.5,0.6,0.4,6,8,18.6,24.8,32203,60636-14,POINT (-87.668597 41.77599)
60623,16,4/12/2020,4/18/2020,194.0,489.0,226.0,568.7,419,1122,487,1305.0,0.5,0.4,9,23,10.5,26.8,85979,60623-16,POINT (-87.717446 41.850321)
60615,25,6/14/2020,6/20/2020,8.0,358.0,19.0,861.3,399,3631,960,8736.1,0.0,0.1,1,16,2.4,38.5,41563,60615-25,POINT (-87.602725 41.80199300000001)
60642,18,4/26/2020,5/2/2020,16.0,83.0,79.0,410.9,107,480,530,2376.1,0.2,0.2,0,1,0.0,5.0,20201,60642-18,POINT (-87.657821 41.899935)
60631,17,4/19/2020,4/25/2020,24.0,107.0,81.0,362.4,184,938,623,3176.5,0.1,0.1,0,2,0.0,6.8,29529,60631-17,POINT (-87.813371 41.995019)
60654,22,5/24/2020,5/30/2020,4.0,124.0,21.0,648.0,114,868,596,4536.2,0.0,0.1,0,1,0.0,5.2,19135,60654-22,POINT (-87.63635400000001 41.892485)
60649,23,5/31/2020,6/6/2020,23.0,730.0,50.0,1586.1,276,3902,600,8478.2,0.1,0.2,8,112,17.4,243.4,46024,60649-23,POINT (-87.571522 41.762202)
60640,19,5/3/2020,5/9/2020,59.0,574.0,85.0,823.4,442,2287,634,3280.5,0.1,0.3,16,59,23.0,84.6,69715,60640-19,POINT (-87.662232 41.971888)
60633,14,3/29/2020,4/4/2020,6.0,8.0,47.0,62.2,27,50,210,388.5,0.2,0.2,0,0,0.0,0.0,12871,60633-14,POINT (-87.556037 41.653147)
60707,21,5/17/2020,5/23/2020,32.0,159.0,74.0,369.6,200,1208,465,2808.1,0.2,0.1,2,9,4.6,20.9,43019,60707-21,POINT (-87.808283 41.921777)
60621,16,4/12/2020,4/18/2020,73.0,208.0,251.0,716.2,171,537,589,1849.0,0.4,0.4,4,10,13.8,34.4,29042,60621-16,POINT (-87.638812 41.776931)
60607,21,5/17/2020,5/23/2020,14.0,356.0,47.0,1203.1,201,1559,679,5268.5,0.1,0.2,0,4,0.0,13.5,29591,60607-21,POINT (-87.652727 41.876104)
60622,13,3/22/2020,3/28/2020,35.0,62.0,66.0,117.4,131,235,248,445.1,0.3,0.3,0,0,0.0,0.0,52793,60622-13,POINT (-87.681818 41.902762)
60651,12,3/15/2020,3/21/2020,15.0,15.0,24.0,23.7,58,65,92,102.8,0.3,0.2,0,0,0.0,0.0,63218,60651-12,POINT (-87.741017 41.901964)
60636,19,5/3/2020,5/9/2020,69.0,449.0,214.0,1394.3,308,1323,956,4108.3,0.2,0.3,5,38,15.5,118.0,32203,60636-19,POINT (-87.668597 41.77599)
60629,20,5/10/2020,5/16/2020,363.0,1982.0,324.0,1772.0,1387,5879,1240,5256.1,0.3,0.3,11,50,9.8,44.7,111850,60629-20,POINT (-87.711565 41.777061)
60655,17,4/19/2020,4/25/2020,21.0,139.0,73.0,482.6,209,962,726,3339.8,0.1,0.1,2,6,6.9,20.8,28804,60655-17,POINT (-87.701434 41.696456)
60656,14,3/29/2020,4/4/2020,18.0,40.0,65.0,145.0,133,303,482,1098.7,0.1,0.1,2,2,7.3,7.3,27579,60656-14,POINT (-87.817934 41.974566)
60612,12,3/15/2020,3/21/2020,19.0,19.0,55.0,55.4,96,107,280,311.9,0.2,0.2,0,0,0.0,0.0,34311,60612-12,POINT (-87.687011 41.88004)
60652,18,4/26/2020,5/2/2020,115.0,384.0,262.0,874.6,461,1376,1050,3133.9,0.2,0.3,2,12,4.6,27.3,43907,60652-18,POINT (-87.714238 41.745398)
60633,23,5/31/2020,6/6/2020,3.0,82.0,23.0,637.1,48,622,373,4832.6,0.1,0.1,0,3,0.0,23.3,12871,60633-23,POINT (-87.556037 41.653147)
60646,18,4/26/2020,5/2/2020,46.0,217.0,164.0,775.4,203,1069,725,3819.6,0.2,0.2,4,9,14.3,32.2,27987,60646-18,POINT (-87.761826 41.993931)
60636,23,5/31/2020,6/6/2020,20.0,626.0,62.0,1943.9,215,2613,668,8114.2,0.1,0.2,1,45,3.1,139.7,32203,60636-23,POINT (-87.668597 41.77599)
60638,14,3/29/2020,4/4/2020,34.0,75.0,58.0,127.6,188,391,320,665.0,0.2,0.2,1,1,1.7,1.7,58797,60638-14,POINT (-87.771902 41.787032)
60657,17,4/19/2020,4/25/2020,25.0,181.0,36.0,258.4,214,1046,306,1493.2,0.1,0.2,4,10,5.7,14.3,70052,60657-17,POINT (-87.658216 41.939715)
60645,12,3/15/2020,3/21/2020,23.0,23.0,48.0,48.2,77,81,161,169.7,0.3,0.3,0,0,0.0,0.0,47732,60645-12,POINT (-87.695049 42.008927)
60603,25,6/14/2020,6/20/2020,0.0,8.0,0.0,681.4,12,100,1022,8517.9,0.0,0.1,0,0,0.0,0.0,1174,60603-25,POINT (-87.625473 41.880112000000004)
60618,17,4/19/2020,4/25/2020,129.0,438.0,137.0,464.0,479,1689,507,1789.3,0.3,0.3,6,12,6.4,12.7,94395,60618-17,POINT (-87.703343 41.946699)
60601,12,3/15/2020,3/21/2020,9.0,13.0,61.0,88.6,32,40,218,272.6,0.3,0.3,0,0,0.0,0.0,14675,60601-12,POINT (-87.622844 41.886262)
60659,18,4/26/2020,5/2/2020,78.0,399.0,190.0,971.6,300,1230,730,2995.0,0.3,0.3,3,23,7.3,56.0,41068,60659-18,POINT (-87.703266 41.99080300000001)
60617,20,5/10/2020,5/16/2020,111.0,712.0,134.0,862.7,765,3873,927,4692.6,0.1,0.2,6,42,7.3,50.9,82534,60617-20,POINT (-87.556897 41.721257)
60609,16,4/12/2020,4/18/2020,125.0,306.0,203.0,497.6,284,815,462,1325.3,0.4,0.4,5,10,8.1,16.3,61495,60609-16,POINT (-87.653382 41.812017)
60646,13,3/22/2020,3/28/2020,16.0,24.0,57.0,85.8,113,154,404,550.3,0.1,0.2,2,2,7.1,7.1,27987,60646-13,POINT (-87.761826 41.993931)
60660,17,4/19/2020,4/25/2020,38.0,204.0,88.0,471.8,196,756,453,1748.3,0.2,0.3,8,17,18.5,39.3,43242,60660-17,POINT (-87.666362 41.991062)
60625,24,6/7/2020,6/13/2020,56.0,1229.0,71.0,1550.9,747,6171,943,7787.4,0.1,0.2,3,92,3.8,116.1,79243,60625-24,POINT (-87.701816 41.971155)
60605,25,6/14/2020,6/20/2020,6.0,163.0,22.0,592.3,313,2145,1137,7794.6,0.0,0.1,0,1,0.0,3.6,27519,60605-25,POINT (-87.623449 41.867824)
60620,17,4/19/2020,4/25/2020,169.0,623.0,248.0,914.9,828,2044,1216,3001.6,0.2,0.3,4,44,5.9,64.6,68096,60620-17,POINT (-87.651656 41.740873)
60827,20,5/10/2020,5/16/2020,8.0,35.0,28.0,122.5,37,193,130,675.4,0.2,0.2,1,4,3.5,14.0,28577,60827-20,POINT (-87.633087 41.650765)
60649,13,3/22/2020,3/28/2020,48.0,73.0,104.0,158.6,152,274,330,595.3,0.3,0.3,3,3,6.5,6.5,46024,60649-13,POINT (-87.571522 41.762202)
60625,19,5/3/2020,5/9/2020,146.0,778.0,184.0,981.8,581,2734,733,3450.1,0.3,0.3,16,56,20.2,70.7,79243,60625-19,POINT (-87.701816 41.971155)
60616,17,4/19/2020,4/25/2020,35.0,218.0,64.0,400.3,212,911,389,1672.7,0.2,0.2,8,23,14.7,42.2,54464,60616-17,POINT (-87.629531 41.844869)
60619,16,4/12/2020,4/18/2020,84.0,399.0,137.0,651.3,339,1192,553,1945.9,0.2,0.3,6,27,9.8,44.1,61258,60619-16,POINT (-87.60569 41.744737)
60612,17,4/19/2020,4/25/2020,79.0,334.0,230.0,973.4,287,1215,836,3541.1,0.3,0.3,1,11,2.9,32.1,34311,60612-17,POINT (-87.687011 41.88004)
60644,11,3/8/2020,3/14/2020,3.0,5.0,6.0,10.5,13,18,27,37.7,0.2,0.3,0,0,0.0,0.0,47712,60644-11,POINT (-87.756863 41.881113)
60653,17,4/19/2020,4/25/2020,40.0,239.0,125.0,747.5,248,935,776,2924.4,0.2,0.3,6,18,18.8,56.3,31972,60653-17,POINT (-87.611244 41.819261)
60611,16,4/12/2020,4/18/2020,9.0,66.0,28.0,203.5,104,451,321,1390.9,0.1,0.1,0,0,0.0,0.0,32426,60611-16,POINT (-87.620291 41.894734)
60620,21,5/17/2020,5/23/2020,48.0,882.0,70.0,1295.2,985,4760,1446,6990.1,0.0,0.2,6,64,8.8,94.0,68096,60620-21,POINT (-87.651656 41.740873)
60628,19,5/3/2020,5/9/2020,85.0,757.0,127.0,1134.5,532,2759,797,4134.9,0.2,0.3,12,65,18.0,97.4,66724,60628-19,POINT (-87.621537 41.694192)
60638,19,5/3/2020,5/9/2020,130.0,618.0,221.0,1051.1,557,2487,947,4229.8,0.2,0.2,3,19,5.1,32.3,58797,60638-19,POINT (-87.771902 41.787032)
60623,12,3/15/2020,3/21/2020,11.0,11.0,13.0,12.8,73,80,85,93.0,0.2,0.1,0,0,0.0,0.0,85979,60623-12,POINT (-87.717446 41.850321)
60646,23,5/31/2020,6/6/2020,5.0,331.0,18.0,1182.7,167,2040,597,7289.1,0.0,0.2,3,39,10.7,139.4,27987,60646-23,POINT (-87.761826 41.993931)
60632,16,4/12/2020,4/18/2020,230.0,414.0,253.0,454.8,434,999,477,1097.3,0.5,0.4,1,9,1.1,9.9,91039,60632-16,POINT (-87.711251 41.810038)
60656,18,4/26/2020,5/2/2020,25.0,127.0,91.0,460.5,167,939,606,3404.8,0.2,0.1,1,5,3.6,18.1,27579,60656-18,POINT (-87.817934 41.974566)
60629,25,6/14/2020,6/20/2020,63.0,2707.0,56.0,2420.2,658,10493,588,9381.3,0.1,0.3,4,88,3.6,78.7,111850,60629-25,POINT (-87.711565 41.777061)
60607,25,6/14/2020,6/20/2020,8.0,377.0,27.0,1274.0,286,2458,966,8306.6,0.0,0.2,0,4,0.0,13.5,29591,60607-25,POINT (-87.652727 41.876104)
60621,12,3/15/2020,3/21/2020,12.0,12.0,41.0,41.3,52,56,179,192.8,0.2,0.2,0,0,0.0,0.0,29042,60621-12,POINT (-87.638812 41.776931)
60630,16,4/12/2020,4/18/2020,56.0,171.0,98.0,298.2,321,938,560,1635.7,0.2,0.2,4,10,7.0,17.4,57344,60630-16,POINT (-87.759611 41.971261)
